gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,num_services,Segment,Segment_Name,Assigned_Intervention,CLV,Churn_Probability,High_Risk,Intervention_Cost,intervention_cost,baseline_loss,prevented_loss,net_benefit
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,8331.95,0,4+ years,8,1,Loyal Champions,premium_support,1374.0,0.36506423,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,735.9,0,2-4 years,1,2,Budget Conscious,discount_10,242.39999999999998,0.41542265,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,55.8,2283.3,0,2-4 years,2,0,Segment 0,discount_20,669.5999999999999,0.4455824,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,1445.2,0,4+ years,2,2,Budget Conscious,discount_10,290.4,0.32520226,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0,818.05,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,972.0,0.4944266,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.8,2333.05,0,2-4 years,5,0,Segment 0,discount_20,873.5999999999999,0.39808834,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,0,1-2 years,5,3,At-Risk Newcomers,feature_tutorial,1198.1999999999998,0.44463843,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.5,5890.0,0,4+ years,5,1,Loyal Champions,premium_support,1194.0,0.40859145,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,916.75,1,1-2 years,1,3,At-Risk Newcomers,feature_tutorial,841.8000000000001,0.4593307,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1029.8,0,2-4 years,1,2,Budget Conscious,discount_10,243.0,0.36847153,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,1796.55,0,4+ years,2,2,Budget Conscious,discount_10,312.0,0.34079647,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.9,33.7,0,0-1 year,1,2,Budget Conscious,discount_10,238.79999999999998,0.62825423,True,0,0.0,150.0271112680435,22.504066690206542,22.504066690206542
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,454.05,0,1-2 years,1,2,Budget Conscious,discount_10,228.60000000000002,0.3702504,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,1392.25,0,1-2 years,5,3,At-Risk Newcomers,feature_tutorial,1158.0,0.4820978,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1049.6,0,4+ years,1,2,Budget Conscious,discount_10,238.20000000000002,0.36572263,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.7,734.6,0,2-4 years,2,2,Budget Conscious,discount_10,308.4,0.4499151,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,475.1,0,1-2 years,1,2,Budget Conscious,discount_10,243.60000000000002,0.38887495,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,841.8000000000001,0.69098186,True,0,0.0,581.6685338973999,116.33370677948,116.33370677948
Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,1540.05,0,1-2 years,4,3,At-Risk Newcomers,feature_tutorial,1098.6,0.46862647,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.4,1978.65,0,2-4 years,3,0,Segment 0,discount_20,472.79999999999995,0.3925691,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,0,2-4 years,7,1,Loyal Champions,premium_support,1268.4,0.4463661,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,229.7,0,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,843.0,0.59027684,True,0,0.0,497.6033738851547,99.52067477703093,99.52067477703093
Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,93.75,5625.55,0,4+ years,5,1,Loyal Champions,premium_support,1125.0,0.40157923,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.55,6581.9,1,4+ years,5,1,Loyal Champions,premium_support,1158.6,0.38050407,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),60.0,1347.15,0,1-2 years,3,0,Segment 0,discount_20,720.0,0.39910412,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.8,3808.2,0,4+ years,3,1,Loyal Champions,premium_support,717.5999999999999,0.35095724,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.65,3974.15,0,2-4 years,3,1,Loyal Champions,premium_support,1087.8000000000002,0.39290363,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0,7661.8,0,4+ years,7,1,Loyal Champions,premium_support,1308.0,0.35068804,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),68.1,2479.25,0,2-4 years,5,0,Segment 0,discount_20,817.1999999999999,0.39466974,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,266.6,0,0-1 year,1,2,Budget Conscious,discount_10,244.79999999999998,0.42780748,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.95,5601.4,0,4+ years,7,1,Loyal Champions,premium_support,983.4000000000001,0.34524143,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,0,2-4 years,4,0,Segment 0,discount_20,726.5999999999999,0.3904552,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.6,339.9,0,0-1 year,4,0,Segment 0,discount_20,787.1999999999999,0.5482272,True,0,0.0,431.564444732666,129.46933341979985,129.46933341979985
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.5,4828.05,0,4+ years,3,1,Loyal Champions,premium_support,990.0,0.35458004,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.3,5980.55,0,4+ years,7,1,Loyal Champions,premium_support,987.5999999999999,0.33285883,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,68.15,4808.7,0,4+ years,6,1,Loyal Champions,premium_support,817.8000000000001,0.33679387,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,0,0-1 year,1,2,Budget Conscious,discount_10,243.60000000000002,0.6643666,True,0,0.0,161.8397044658661,24.27595566987992,24.27595566987992
Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.55,3692.85,1,2-4 years,5,1,Loyal Champions,premium_support,1146.6,0.3980083,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2,1068.15,0,4+ years,1,2,Budget Conscious,discount_10,242.39999999999998,0.36572263,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,2383.6,0,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1070.4,0.4033947,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,835.8000000000001,0.7165385,True,0,0.0,598.8828689932824,119.77657379865644,119.77657379865644
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3,89.3,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1071.6,0.7409547,True,0,0.0,794.0070534467696,158.80141068935393,158.80141068935393
Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.8,1438.05,0,1-2 years,2,3,At-Risk Newcomers,feature_tutorial,897.5999999999999,0.39945242,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,917.45,0,2-4 years,1,2,Budget Conscious,discount_10,242.39999999999998,0.36933365,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,6096.45,0,4+ years,7,1,Loyal Champions,premium_support,1012.8000000000001,0.33763394,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,3078.1,1,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1050.6,0.40327495,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,99.95,0,0-1 year,0,0,Segment 0,discount_20,301.79999999999995,0.5949539,True,0,0.0,179.55708539485929,53.86712561845779,53.86712561845779
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,475.2,0,2-4 years,1,2,Budget Conscious,discount_10,237.60000000000002,0.37595394,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,0,2-4 years,3,0,Segment 0,discount_20,610.2,0.3949907,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,0,4+ years,6,1,Loyal Champions,premium_support,1228.8000000000002,0.36609197,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.3,1426.75,1,1-2 years,5,3,At-Risk Newcomers,feature_tutorial,1155.6,0.4820978,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,767.55,0,1-2 years,3,0,Segment 0,discount_20,666.0,0.4501239,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,7932.5,0,4+ years,7,1,Loyal Champions,premium_support,1317.0,0.36506423,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,0,2-4 years,6,1,Loyal Champions,premium_support,1276.8000000000002,0.4112667,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.0,2768.65,0,2-4 years,5,1,Loyal Champions,premium_support,720.0,0.3986972,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,0,1-2 years,5,3,At-Risk Newcomers,feature_tutorial,1065.6,0.42870092,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,474.8,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1022.4000000000001,0.5957065,True,0,0.0,609.0503485679627,121.8100697135925,121.8100697135925
Female,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,446.1,1,1-2 years,1,0,Segment 0,discount_20,421.20000000000005,0.4493485,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,0,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,960.5999999999999,0.40213466,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,2425.4,0,2-4 years,2,3,At-Risk Newcomers,feature_tutorial,906.5999999999999,0.4265947,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,2077.95,0,2-4 years,2,0,Segment 0,discount_20,594.5999999999999,0.3949907,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.3,416.3,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,975.5999999999999,0.583027,True,0,0.0,568.8011462688446,113.76022925376896,113.76022925376896
Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,0,4+ years,2,2,Budget Conscious,discount_10,286.79999999999995,0.3168367,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,0,1-2 years,4,0,Segment 0,discount_20,796.8000000000001,0.42845014,False,0,0.0,0.0,0.0,0.0
Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,35.85,1,0-1 year,1,2,Budget Conscious,discount_10,235.20000000000002,0.61948186,True,0,0.0,145.70213384628298,21.855320076942462,21.855320076942462
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.8,1094.35,0,4+ years,1,2,Budget Conscious,discount_10,225.60000000000002,0.3499824,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,7719.5,0,4+ years,7,1,Loyal Champions,premium_support,1300.8000000000002,0.3472177,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,0,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1031.4,0.5330232,True,0,0.0,549.7601063847542,109.9520212769508,109.9520212769508
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.45,1451.6,1,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,1025.4,0.413447,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.9,4932.5,0,4+ years,6,1,Loyal Champions,premium_support,970.8000000000001,0.3391721,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,852.0,0.6894758,True,0,0.0,587.4333600997925,117.48667201995846,117.48667201995846
Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.8,5443.65,0,2-4 years,8,1,Loyal Champions,premium_support,1341.6,0.3999061,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,330.25,0,1-2 years,1,2,Budget Conscious,discount_10,247.20000000000002,0.414234,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,746.5,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1020.5999999999999,0.54453063,True,0,0.0,555.7479610919952,111.149592218399,111.149592218399
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,0,0-1 year,1,0,Segment 0,discount_20,535.2,0.6244006,True,0,0.0,334.17920951843263,100.25376285552977,100.25376285552977
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4,1,0-1 year,1,0,Segment 0,discount_20,532.8,0.70006555,True,0,0.0,372.99492673873897,111.89847802162171,111.89847802162171
Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.1,6631.85,0,4+ years,6,1,Loyal Champions,premium_support,1261.1999999999998,0.3710131,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8250.0,0,4+ years,8,1,Loyal Champions,premium_support,1381.8000000000002,0.35951784,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,59.8,3561.15,0,4+ years,3,0,Segment 0,discount_20,717.5999999999999,0.3566675,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.3,1763.55,0,4+ years,2,2,Budget Conscious,discount_10,315.6,0.34079647,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419.0,0,2-4 years,1,3,At-Risk Newcomers,feature_tutorial,846.5999999999999,0.42227885,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,470.2,0,1-2 years,1,2,Budget Conscious,discount_10,240.60000000000002,0.38887495,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,5234.95,0,4+ years,6,1,Loyal Champions,premium_support,958.1999999999999,0.3458905,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,843.5999999999999,0.7165385,True,0,0.0,604.4718692064284,120.89437384128564,120.89437384128564
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,952.1999999999999,0.7038675,True,0,0.0,670.2226287961006,134.04452575922016,134.04452575922016
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.05,3097.0,0,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1080.6,0.40327495,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1709.1,0,4+ years,2,2,Budget Conscious,discount_10,293.4,0.31836239,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.95,1848.8,0,2-4 years,5,0,Segment 0,discount_20,719.4000000000001,0.39217025,False,0,0.0,0.0,0.0,0.0
Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.35,723.3,0,2-4 years,2,2,Budget Conscious,discount_10,304.20000000000005,0.40853167,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,809.75,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1089.6,0.5433112,True,0,0.0,591.991860294342,118.3983720588684,118.3983720588684
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.45,1470.95,1,1-2 years,1,3,At-Risk Newcomers,feature_tutorial,845.4000000000001,0.39822227,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),34.3,577.15,0,1-2 years,2,0,Segment 0,discount_20,411.59999999999997,0.46284467,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,6914.95,0,4+ years,6,1,Loyal Champions,premium_support,1260.6,0.3710131,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.3,602.9,0,2-4 years,1,2,Budget Conscious,discount_10,231.60000000000002,0.3762944,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,124.4,0,0-1 year,1,2,Budget Conscious,discount_10,229.79999999999998,0.4595662,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.4,96.8,0,0-1 year,3,0,Segment 0,discount_20,616.8,0.6643418,True,0,0.0,409.76602678298946,122.92980803489684,122.92980803489684
Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.85,3827.9,0,4+ years,5,1,Loyal Champions,premium_support,862.1999999999999,0.36206216,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05,0,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,904.8000000000001,0.51009357,True,0,0.0,461.5326619148255,92.30653238296514,92.30653238296514
Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.7,2961.4,0,4+ years,2,0,Segment 0,discount_20,596.4000000000001,0.35889274,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,70,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,3264.45,1,4+ years,2,0,Segment 0,discount_20,543.0,0.37595618,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,0,1-2 years,6,3,At-Risk Newcomers,feature_tutorial,945.0,0.43860194,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),81.6,2815.25,0,2-4 years,3,3,At-Risk Newcomers,feature_tutorial,979.1999999999999,0.42697266,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.4,154.8,0,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,844.8000000000001,0.63156474,True,0,0.0,533.5458892822267,106.70917785644536,106.70917785644536
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.8,246.3,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,909.5999999999999,0.58966166,True,0,0.0,536.356243944168,107.27124878883353,107.27124878883353
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.1,257.6,0,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,913.1999999999999,0.58966166,True,0,0.0,538.4790259122848,107.69580518245687,107.69580518245687
